product_id,product_name,category
B00A3YN0Z0,Digital Modern Keyboard B00A,Electronics
B00A6EV6TY,Ultra-Slim Toaster B00A,Fashion
B00A6HH28U,Luxury Durable Monitor B00A,Beauty & Personal Care
B00A6STCL4,Essential Headphones B00A,Computers
B00A7BGMSQ,Durable Air Purifier B00A,Fashion
B00A8EYS6U,Professional Essential Toaster B00A,Smart Home
B00A8OWALU,Premium Desk Lamp B00A,Home & Kitchen
B00AA6CS86,Vintage Power Bank B00A,Smart Home
B00AAIPT76,Wireless Eco-friendly Power Bank B00A,Smart Home
B00AAKLFHM,Portable Digital Bluetooth Speaker B00A,Office Supplies
B00AANMVNQ,Smart Blender B00A,Fashion
B00AANQLRI,Durable Durable Headphones B00A,Beauty & Personal Care
B00AAU54TW,High-Performance Advanced Bluetooth Speaker B00A,Computers
B00AAZ2DIM,High-Performance Premium Drone B00A,Office Supplies
B00ACF8XWA,Essential Durable Microwave B00A,Electronics
B00ACQ8KFO,Compact Toaster B00A,Electronics
B00ACVI202,Essential Heavy-Duty Laptop Stand B00A,Fashion
B00AD5KDQ8,Ultra-Slim Backpack B00A,Home & Kitchen
B00AEP8TG8,Sleek Digital Keyboard B00A,Electronics
B00AEV9MAE,Eco-friendly Compact Smartphone B00A,Beauty & Personal Care
B00AFSN8UG,Ultra-Slim Yoga Mat B00A,Smart Home
B00AGA6FLC,Essential Digital Water Bottle B00A,Sports & Outdoors
B00AGABISW,Essential Tablet B00A,Office Supplies
B00AHBKW2S,Digital Eco-friendly Camera Lens B00A,Beauty & Personal Care
B00AHPSTJW,Modern Wireless Microwave B00A,Fashion
B00AI3RRAA,Advanced Portable Smartphone B00A,Computers
B00AIQEU5C,Luxury Power Bank B00A,Fashion
B00AIRUOI8,Portable Blender B00A,Office Supplies
B00AJHDZSI,Premium Power Bank B00A,Beauty & Personal Care
B00AO1XFM0,Compact Microwave B00A,Computers
B00AOAAMBS,Digital Desk Lamp B00A,Electronics
B00APCMMDG,Compact Compact Keyboard B00A,Sports & Outdoors
B00AQRUW4Q,Eco-friendly Durable Backpack B00A,Fashion
B00AR0M7ZE,Ergonomic Wireless Coffee Maker B00A,Fashion
B00AR1JYN6,Essential Microwave B00A,Computers
B00ARPLNYU,Professional Blender B00A,Home & Kitchen
B00ASLSQHK,Wireless High-Performance Running Shoes B00A,Sports & Outdoors
B00ATQF0DC,Premium Modern Microwave B00A,Sports & Outdoors
B00AWC51DW,Digital Desk Lamp B00A,Sports & Outdoors
B00AWKC0EC,Professional Toaster B00A,Sports & Outdoors
B00AWKC0JM,Wireless Eco-friendly Backpack B00A,Beauty & Personal Care
B00AWYMXZY,Modern Earbuds B00A,Office Supplies
B00AXX0I88,Vintage Heavy-Duty Toaster B00A,Sports & Outdoors
B00AXX0IC4,Professional Camera Lens B00A,Home & Kitchen
B00AXZWG8Q,Professional Eco-friendly Water Bottle B00A,Smart Home
B00B0O1BWG,Luxury Heavy-Duty Power Bank B00B,Fashion
B00B0TMWTW,Advanced Keyboard B00B,Office Supplies
B00B14E4V0,Ergonomic Backpack B00B,Fashion
B00B1928FE,Heavy-Duty Advanced Toaster B00B,Smart Home
B00B3VSQY2,Ergonomic Automatic Headphones B00B,Computers
B00B46XUQU,Heavy-Duty Modern Water Bottle B00B,Home & Kitchen
B00B4GGW5Q,Ultra-Slim Compact Air Purifier B00B,Office Supplies
B00B588HY2,Portable Power Bank B00B,Office Supplies
B00B5HE1SY,Automatic Drone B00B,Home & Kitchen
B00B7E1D7W,High-Performance Fitness Tracker B00B,Smart Home
B00B7N9CWG,Durable Compact Coffee Maker B00B,Beauty & Personal Care
B00B8A43CC,High-Performance Portable Smart Watch B00B,Office Supplies
B00B8L36A6,Essential Vintage Blender B00B,Fashion
B00B8P8IVO,High-Performance Modern Tablet B00B,Office Supplies
B00B9996LA,Luxury Ultra-Slim Power Bank B00B,Beauty & Personal Care
B00B99JU5M,Compact Fitness Tracker B00B,Electronics
B00B9DQ2QI,Sleek Eco-friendly Air Purifier B00B,Home & Kitchen
B00BB0ZSIC,Smart Professional Coffee Maker B00B,Sports & Outdoors
B00BB0ZTJA,Professional Fitness Tracker B00B,Electronics
B00BCGRTFK,Professional Professional Smartphone B00B,Fashion
B00BCGRX9M,Advanced Desk Lamp B00B,Beauty & Personal Care
B00BEWF4R2,Vintage Toaster B00B,Office Supplies
B00BFDHVAS,Luxury Running Shoes B00B,Home & Kitchen
B00BFIJQ10,Advanced Monitor B00B,Fashion
B00BGA9WK2,Heavy-Duty Gaming Mouse B00B,Home & Kitchen
B00BGGDVOO,Smart Sleek Smartphone B00B,Home & Kitchen
B00BIFNTMC,Essential Tablet B00B,Sports & Outdoors
B00BIULEJC,Professional Wireless Coffee Maker B00B,Office Supplies
B00BMYQTYE,Ultra-Slim Compact Blender B00B,Home & Kitchen
B00BN1Q5JA,Modern Luxury Yoga Mat B00B,Home & Kitchen
B00BNIO4H8,Wireless Compact Tablet B00B,Office Supplies
B00BO2OU90,Ergonomic Essential Desk Lamp B00B,Computers
B00BOHNYTW,Advanced Premium Laptop Stand B00B,Fashion
B00BP5KOPA,Durable Sleek Keyboard B00B,Office Supplies
B00BP5MB56,Automatic Tablet B00B,Home & Kitchen
B00BQ4F9ZA,Vintage High-Performance Bluetooth Speaker B00B,Smart Home
B00BQ4SBSM,Modern Essential Earbuds B00B,Sports & Outdoors
B00BQ5KHJW,Professional Yoga Mat B00B,Fashion
B00BQ5RY1G,Smart Compact Monitor B00B,Beauty & Personal Care
B00BQ5RYI4,Automatic Fitness Tracker B00B,Computers
B00BQH8UEY,Essential Smart Watch B00B,Smart Home
B00BT7RAPG,Smart Coffee Maker B00B,Beauty & Personal Care
B00BW6KCTU,Smart Toaster B00B,Office Supplies
B00BW6LTG0,Vintage Compact Microwave B00B,Computers
B00BWF5U0M,Ergonomic Tablet B00B,Home & Kitchen
B00BWLL9N8,Sleek Tablet B00B,Office Supplies
B00BXA7N6A,Professional Drone B00B,Electronics
B00BXF7I9M,Modern Desk Lamp B00B,Computers
B00BYOE4C6,Durable Desk Lamp B00B,Smart Home
B00BYRPM9M,Smart Yoga Mat B00B,Smart Home
B00C1AGE6G,Portable Automatic Microwave B00C,Electronics
B00C321TGC,Wireless Premium Laptop Stand B00C,Smart Home
B00C4P8E3E,Vintage Drone B00C,Beauty & Personal Care
B00C4Q61Z6,Sleek Durable Camera Lens B00C,Computers
B00C8T7CXO,Portable Microwave B00C,Home & Kitchen
B00CAFPF26,Digital Earbuds B00C,Electronics
B00CD8ADKO,Heavy-Duty Essential Air Purifier B00C,Electronics
B00CDIK908,Professional Professional Camera Lens B00C,Office Supplies
B00CEZBKTO,Compact Advanced Earbuds B00C,Office Supplies
B00CGUMR2Q,Luxury Compact Laptop Stand B00C,Home & Kitchen
B00CGVF8E4,Smart Microwave B00C,Smart Home
B00CGW74YU,Compact Toaster B00C,Beauty & Personal Care
B00CH643A8,Premium Power Bank B00C,Home & Kitchen
B00CM0XHNS,Vintage Air Purifier B00C,Smart Home
B00CMEN95U,Modern Ultra-Slim Vacuum Cleaner B00C,Electronics
B00CMMG7I8,Sleek Coffee Maker B00C,Beauty & Personal Care
B00CMQTVK0,Premium Compact Drone B00C,Office Supplies
B00CO1I29O,Eco-friendly Coffee Maker B00C,Computers
B00COYOAYW,Wireless Eco-friendly Gaming Mouse B00C,Electronics
B00CPGYNV4,Compact Camera Lens B00C,Home & Kitchen
B00CQGTS04,Modern Fitness Tracker B00C,Beauty & Personal Care
B00CSMYBFS,Ultra-Slim Water Bottle B00C,Electronics
B00CTUIT20,Wireless Portable Vacuum Cleaner B00C,Electronics
B00D029NNA,Portable Portable Smart Watch B00D,Beauty & Personal Care
B00D02AG7C,Digital Drone B00D,Electronics
B00D02AHEO,Eco-friendly Keyboard B00D,Computers
B00D2IVZPG,Essential Durable Smartphone B00D,Home & Kitchen
B00D429Y12,Automatic Yoga Mat B00D,Computers
B00D5Q75RC,Ergonomic Laptop Stand B00D,Office Supplies
B00D5T3QK4,Compact Advanced Coffee Maker B00D,Home & Kitchen
B00D6PTMHI,Durable Smart Toaster B00D,Fashion
B00D6XSRL2,Professional Smart Watch B00D,Computers
B00D856NOG,Eco-friendly Running Shoes B00D,Sports & Outdoors
B00DB3SH2G,Automatic Heavy-Duty Coffee Maker B00D,Home & Kitchen
B00DB9WCR6,Wireless Premium Bluetooth Speaker B00D,Home & Kitchen
B00DBV28TG,Modern Blender B00D,Smart Home
B00DE0EPCM,Compact Power Bank B00D,Office Supplies
B00DIFIM36,Professional Drone B00D,Home & Kitchen
B00DIOALPE,Smart Modern Headphones B00D,Home & Kitchen
B00DMS9QRU,Professional Modern Microwave B00D,Computers
B00DMWV3EU,Portable Ultra-Slim Yoga Mat B00D,Electronics
B00DPC015E,Automatic Compact Smartphone B00D,Fashion
B00DQZP7X6,Luxury Heavy-Duty Backpack B00D,Home & Kitchen
B00DR0B31U,Advanced Digital Microwave B00D,Smart Home
B00DR0B7Y8,Compact Smartphone B00D,Computers
B00DR0BOSC,Eco-friendly Heavy-Duty Blender B00D,Computers
B00DR0BQ0I,Ultra-Slim Digital Tablet B00D,Sports & Outdoors
B00DR0C96S,Modern Essential Desk Lamp B00D,Electronics
B00DR0PDNE,Ultra-Slim Vintage Water Bottle B00D,Sports & Outdoors
B00DSJA3G6,Ultra-Slim Automatic Drone B00D,Beauty & Personal Care
B00DTZYHX4,Heavy-Duty Premium Backpack B00D,Home & Kitchen
B00DUKJ5CQ,Digital Compact Earbuds B00D,Beauty & Personal Care
B00DVFLJDS,Premium Eco-friendly Blender B00D,Office Supplies
B00DXFDHV8,Eco-friendly Smartphone B00D,Beauty & Personal Care
B00E055H5O,Sleek Laptop Stand B00E,Fashion
B00E0EY7Z6,Modern Automatic Yoga Mat B00E,Beauty & Personal Care
B00E362W9O,Essential Digital Water Bottle B00E,Home & Kitchen
B00E3AKF1C,Ultra-Slim Eco-friendly Vacuum Cleaner B00E,Home & Kitchen
B00E3RH5W2,Wireless Portable Smart Watch B00E,Office Supplies
B00E3W15P0,Digital Durable Air Purifier B00E,Computers
B00E435N1A,Professional Premium Monitor B00E,Beauty & Personal Care
B00E44B18I,Sleek Smart Watch B00E,Home & Kitchen
B00E6ONJJU,Modern Heavy-Duty Running Shoes B00E,Fashion
B00E952W12,Digital Professional Power Bank B00E,Electronics
B00E98O7GC,Essential Modern Microwave B00E,Electronics
B00EEOSZK0,Digital Smartphone B00E,Smart Home
B00EF1OGOG,Durable Ergonomic Microwave B00E,Computers
B00EL93M3S,Wireless Vacuum Cleaner B00E,Electronics
B00EN27TCI,Modern Luxury Blender B00E,Home & Kitchen
B00ET9YYS2,Premium Sleek Running Shoes B00E,Electronics
B00EVVGAC6,Eco-friendly Ergonomic Gaming Mouse B00E,Computers
B00EYW9DSU,Essential Running Shoes B00E,Home & Kitchen
B00F0DD0I6,High-Performance Advanced Tablet B00F,Smart Home
B00F2A1TBC,Smart Automatic Fitness Tracker B00F,Home & Kitchen
B00F2CWRLQ,Heavy-Duty High-Performance Fitness Tracker B00F,Fashion
B00F3F0EIU,Advanced Camera Lens B00F,Smart Home
B00F3KWZW8,Smart Smartphone B00F,Fashion
B00F3SISYO,Advanced Compact Yoga Mat B00F,Computers
B00F3SOHNU,Sleek Monitor B00F,Electronics
B00F5NB7JK,Eco-friendly Ultra-Slim Monitor B00F,Computers
B00F5NB7MW,Wireless Power Bank B00F,Smart Home
B00F9FCW7K,Wireless Air Purifier B00F,Computers
B00F9OQRZE,Sleek Keyboard B00F,Electronics
B00FA4Y7N2,Ergonomic Vintage Backpack B00F,Electronics
B00FB45SI4,Digital Running Shoes B00F,Fashion
B00FEE7B1I,Heavy-Duty Fitness Tracker B00F,Home & Kitchen
B00FFJ0HUE,Smart Luxury Bluetooth Speaker B00F,Home & Kitchen
B00FNPD1VW,Sleek High-Performance Microwave B00F,Computers
B00FO12XY6,Compact Premium Coffee Maker B00F,Fashion
B00FRBPJOO,High-Performance Camera Lens B00F,Electronics
B00FRBPK5W,Heavy-Duty Durable Smart Watch B00F,Sports & Outdoors
B00FWZVMO6,Sleek Camera Lens B00F,Home & Kitchen
B00G2TK76A,Vintage Vintage Coffee Maker B00G,Beauty & Personal Care
B00GDHAT3W,Sleek Advanced Smart Watch B00G,Smart Home
B00GHGMCN4,Digital Drone B00G,Electronics
B00GR1I242,Automatic Vintage Fitness Tracker B00G,Fashion
B00GTGETFG,Vintage Sleek Vacuum Cleaner B00G,Computers
B00H2QUBMW,Luxury Wireless Laptop Stand B00H,Fashion
B00H9BEC8E,Automatic Monitor B00H,Electronics
B00HTPHK5W,Modern Laptop Stand B00H,Smart Home
B00INNP5VU,Automatic Vacuum Cleaner B00I,Electronics
